Episode   	AvgTrainReward 	AvgLoss        	Step      	Epsilon   	AvgEvalReward  
25628     	0.0472         	0.008166       	2030000   	0.1000    	77.70          
25670     	0.0502         	0.008084       	2040000   	0.1000    	70.40          
25710     	0.0485         	0.008634       	2050000   	0.1000    	70.90          
25753     	0.0523         	0.008628       	2060000   	0.1000    	73.20          
25791     	0.0500         	0.008709       	2070000   	0.1000    	70.60          
25830     	0.0561         	0.008809       	2080000   	0.1000    	89.50          
25867     	0.0513         	0.008956       	2090000   	0.1000    	74.30          
25904     	0.0577         	0.009147       	2100000   	0.1000    	109.10         
25941     	0.0565         	0.008941       	2110000   	0.1000    	59.30          
25982     	0.0485         	0.009281       	2120000   	0.1000    	84.80          
26023     	0.0528         	0.009216       	2130000   	0.1000    	98.00          
26061     	0.0598         	0.009756       	2140000   	0.1000    	104.40         
26100     	0.0488         	0.009272       	2150000   	0.1000    	92.00          
26138     	0.0554         	0.009284       	2160000   	0.1000    	70.70          
26172     	0.0706         	0.009075       	2170000   	0.1000    	87.90          
26210     	0.0692         	0.009006       	2180000   	0.1000    	131.10         
26245     	0.0668         	0.008966       	2190000   	0.1000    	85.10          
26281     	0.0546         	0.009084       	2200000   	0.1000    	95.50          
26323     	0.0578         	0.010138       	2210000   	0.1000    	92.80          
26361     	0.0551         	0.010628       	2220000   	0.1000    	104.20         
26398     	0.0528         	0.009909       	2230000   	0.1000    	101.80         
26438     	0.0600         	0.010084       	2240000   	0.1000    	126.70         
26477     	0.0522         	0.010184       	2250000   	0.1000    	90.80          
26522     	0.0772         	0.009478       	2260000   	0.1000    	90.80          
26562     	0.0708         	0.010278       	2270000   	0.1000    	139.00         
26602     	0.0775         	0.009900       	2280000   	0.1000    	143.20         
26640     	0.0553         	0.009884       	2290000   	0.1000    	126.20         
26676     	0.0759         	0.010941       	2300000   	0.1000    	122.30         
26715     	0.0647         	0.010422       	2310000   	0.1000    	95.40          
26750     	0.0646         	0.010678       	2320000   	0.1000    	122.00         
